id,length,comment,sentiment
4732,92,දැන් අනිත් කෙනාගේ ගුණ වයනවා. ඊළඟ නිවුස් එක එනවා අනිත් කෙනාගේ වැරදි එක්ක. හදිස්සි නොවී ඉඳපන්.,negative
4735,72,දරු සෙනෙහස කියන්නේ කවදාවත් නැතිවෙන දෙයක් නෙවේ. මොනවත් කියන්න එපා මේ අයට.,positive
4739,48,කට්ටියට මතකද සුනාමි ආපු අලුත මෙවන් සිදුවීමක්. 81,neutral
4743,49,වාසනාවන්ත දරුවෙක්. අම්මලා දෙන්නාගේ ආදරේ දිනාගත්ත.,positive
4744,67,රජයටත් නියමයි මේ වගේ නිවුස්.රට්ටුන්ගේ අවදානය වෙනස් කරන්ඩ පුළුවන් නේ,positive
4747,48,මහෝෂද පඬිවරයා වගේ. කොල්ලව දෙපැත්තට අදින්න කියමු.,neutral
475,86,අපේ කාලයේ අපි උදේට සහ පාසලෙන් පසු ගුරුවරුන්ට නමස්කාර කළෙමු. ඔවුන් ජීවමාන දෙවිවරුන් විය,positive
4751,57,මංතීරු නීතිය දිගටම තැබුවොත් අපි බස් ධාවනය නවත්තනවා ගැමුණු,negative
4752,26,ගැමුණු මහත්මයා කියන දේ හරි,positive
4756,27,මූ කියන විදියට කොලානම් හරි,positive
4763,43,සපක්කුවට හරියන්න කකුල කපනවා කියන්නේ මේකටයි.,negative
4767,38,මෙහෙම ගිහාම හරියටම හරිද ගැමුණු මහත්තයෝ,positive
477,64,මේ කොල්ලාට වයස 20 පනිනකොට 40 පැනපු පෙනුමක් එයි. බලාන හිටපන් පුතේ,neutral
4776,75,දැන් ඉන්න පොඩි උන්ට තියෙන්නෙ පොතේ පතේ දැනුම විතරයි. සාමාජීය දැනුම බිංදුවයි.,negative
4777,71,මහා උන්ගේ දැනුම බින්දුවයි. නැත්තන් මේ වගේ වයස ඩයල් ගාවට යවනවද පොඩි උන්ව,negative
4778,64,80 පැන්නත් වඳුරා බිම යන්නේ නෑ බොලව්.ජම්මේට වඩා පුරුද්ද ලොකුයි නෙ,neutral
4779,59,ඔය වයසක මනුස්සයා නිදහස් කරන්න පිරිමි ලමයෙකුට වෙන දෙයක් නෑනේ,neutral
4782,36,සමනලයින්ගෙ පැණි බොන පොරක් වෙන්න ඇති.,neutral
4784,66,කතාවේ සැක සහිත තැන් ගොඩයි. මට නම් හිතෙන්නේ මෙතන වෙන ගේම් එකක් යනවා,negative
4785,76,මට පේන විදියට නම් මූ ව්යාග්රා පෙති ගහල ද කොහෙද නාකී විසේ ගෙටත් උසේ කිව්ව ලු.,negative
479,17,සභාවේ තදින් සිනා.,positive
4790,86,ඔය වගේම කට ඇරලා කියපල්ලා ගෑස් පිපිරෙවුවෙත් ඩොලර් බේරාගෙන ගෑස් ඉල්ලුම අඩු කරගන්න කියලා.,negative
4791,40,අමතර ආදායම නෙවෙයි ප්රධාන ආදායම හොරා කෑම.,negative
4794,62,මුන්ගෙන් රට බේරගන්න අපි මොකක්ද දන්නෑ වැඩි කරන්න ඕනෙ. කාලකණ්ණි.,negative
4795,26,මුන්ට ඡන්දෙ දුන්නෙ දැන දැන,neutral
4797,71,මුන්ට ඕනේ දැනටත් පටවලා යන බස් කෝච්චිවලට තව සෙනඟ පුරවලා කොවිඩ් බෝ කරන්නද,negative
4798,80,එක පාවෙන්න දුන්නා නම් හරි පාරේ රටට එනව කියල මේ මිනිහට තේරෙන්නේ නැද්ද අනේ අම්මපා.,negative
480,267,තොගේ දරුවෙකුට මෙහෙම උනා නම් තෝ එදාටත් කියන්නේ පිං කරලා තියනවා කියලාදමෙක පිටිං ඉන්න අපිට ආතල් උනාට කොල්ලාටත් කල් යද්දී සාමාජීය ගැටලු ගේන ප්රශ්නයක්.අවසානයේදි වෙන්නේ මේවැනි සිදුවීම හරහා සමාජගත වන ව්යාකූල පුද්ගලයන් නිසා සමාජයේ තවත් තරුණ ජීවිත හෝ පවුල් ජීවිත විනාශ වෙන එක.,negative
4801,19,කිරි ලීටරය රු 55 යි,neutral
4809,9,දැන් සැපද,positive
4810,33,කොමිස් කොටස වසල කබරයටද වසල රජුන්ට,negative
4814,92,මු මහදැනමුත්තාට දෙවෙනි නෑ මේකාව එලවල දාන්න ජනතාව පෙලගැහෙන්න ඕන. මොකද මුගේ පව් අපි ගෙවන්න ඕනද,negative
4815,78,සහනාධාරයක් කොහෙද 100 ට අඩුවෙන් වරායට එන තෙල්ටික මෙච්චරකල් 150 ස් ගනනකට වික්කෙ.,negative
4818,19,මේක වගේ මුසල හරකෙක්,negative
4824,33,ඕකට හොදවැඩේ ඔලුව ඉදිමුන නායකයා.,negative
4826,39,ජනපති ට්රම්ප්ට පරණ ඇමරිකානු පුරවැසියෙක්,neutral
483,22,ඒ ටීච හොඳට කියලා දෙනවා,positive
4833,51,තමන්ට කෙරෝනා හැදෙන්නේ නැති ගානට හිටපු එකේ හොඳ වැඩේ.,negative
4836,40,අනේ පව් අහිංසකයා. මූන දැක්කමත් හරි දුකයි,negative
4837,88,මෝඩය වුනත් ට්රම්ප්කාරය අපිට හොදයි.නැත්නම් මූ දෙන ආතල් නැති හින්ද අපේ රටට වද දෙනවා. 2020,negative
4839,76,ඇමෙරිකාවේ එහෙමනම් ලංකාවට පැතිරුනොත් ලංකාවේ මාස්ක් දාන එක අනිවාර්ය කරන්න ඕනේ.,neutral
4848,7,ජරා සතා,negative
4850,15,යකෙක් ආරූඩ වෙලා,negative
4853,82,බුදු දහමට අනුව යක්කු පෙරේතයන්ට හෝ නොපෙනෙන දෙවියන්ට මිනිස්සුන්ට බලපෑමක් කරන්න බැහැ.,positive
4859,67,බෝධි පුජා වගේ පුස් වැඩ බුද්දාගමත එක්ක පටල ගත්ත එක නම් හරිම අපරාධයක්,negative
4869,46,අර්ජුන් කමල්නත් මම අසම. අලුත් එකක් ඔනි ඔයාගෙන්,positive
4870,23,ඔයා අර්ජුන් කමලනාත් නේද,neutral
4871,34,මේ වගේ මෝල්වහන්සේලා හැමතැනම ඉන්නවා,negative
4872,56,අලුත් එකක් ගහන්න නාම යෝජනා ඉල්ලුවත් ලැබුණේ නැහැනෙ අර්ජුන,negative
4873,98,මෙම සංකල්පය ආරම්භ කල අකිල විරාජ් ඇමතිතුමා ගැනත් සටහන් කලොත් තමයි හොඳ. මොකද ඔහු තමයි සැබෑ නිර්මාතෘ.,positive
488,51,මොන විදියෙ කොමෙන්ට් එකක් දාන්නද කියල කල්පනා කරන්නෙ.,neutral
4885,23,ප්රසංශනීයයි. කලයුතු වැඩ,positive
4890,87,වැඩේ හොඳයි නමුත් ගොටාභය මාස්ක් එකක් නැහැ. හැමෝටම මාස්ක් තියනවා. ඔන්න ආදර්ශවත් මිනිස්සු.,positive
4892,85,මෙන්න හොද වැඩක්. අර මලඉලව් බයිසිකල් ට්රැක් එකේ ඔක්කොම සල්ලි ඔය වැඩේට දැම්මත් පාඩු නෑ.,positive
4893,77,ඉන්දියාවෙ සමූහ දූෂන වැහි වැහැලා ඒ ක්රමය තමා විද්යා දැරියටත් කලේ පරයො කරන්නෙත්,negative
4900,78,අම්මපා යකෝ මුන්ට බැරි හැටි අපේ බේබිලා වගේ ඉන්න මිනී මැරුවත් අත්අඩංගුවට ගන්න බෑ,negative
4910,59,දේශපාලකයෝ බොහෝ දෙනෙක් පිරිහෙන්නෙ භාර්යාවන් නිසා මරා 2020 30,negative
4912,68,රටේ සෑම පළාතක ම ළමා රෝහළක් ඉදිවිය යුතු බව තමන් තරයේ විශ්වාස කරන්නේ 2,neutral
4914,35,ශිරා පරණ සෙල්ලම ආයෙ පටන් අරගෙන වගේ.,neutral
4915,67,උඹ ඊර්ෂ්යා නොකර හිටපන් බඩු ලාලෝ.දෙන දේ කාලා වෙන දෙයක් බලාගෙන හිටපන්,negative
4920,98,සමාජවාදි ආණ්ඩුවක් තිබ්බනම් හැම ප්රාදේශිය කොට්ඨාශයකම ළමා රෝහලක් හදන්ඩ තිබ්බ. අනුර කුමාරල ලෑස්ති ඒකට,neutral
4924,8,පැල වේවා,positive
4930,52,අරමුදලේ නම ඇරෙන්න අනිත් නම් ලොකුවට පෙනෙන්නේ මට විතරද,neutral
4941,58,කොහොමද මොලේ. මොනෝ රේල් කැන්සල් කරල බයිසිකල ලේන් එකක් දානව.,positive
4942,8,බොරු වැඩ,negative
4943,55,ඕවා නෙමෙයි කේරලයේ වගේ ඇල මාර්ග ඉදිකරහල්ලා පිස්සු යක්කු.,negative
4950,41,එක අවලන්ගු කලේ කොම්ස් මදි නිසා වෙන්න් අති,negative
4951,43,උඹලාට ආසමනම් සැත්කමක් කර ගනිල්ලා. දැන් සැපද,negative
4957,78,පාර්ලිමේන්තුව දක්වා පාපැදි තීරුව දික්කරන්න. මැති ඇමතිවරුන්ටත් පාවිච්චියට ගන්න.,neutral
4958,65,මදැයි එකේ උදේ කොළඹ ගිහින් හවසට ආපහු එන්න බලන් හිටපු අපිට වෙච්ච දේ,negative
4960,21,බයිසිකලුත් දෙනවද මෙයා,neutral
4963,17,හොද වෙඩක් ජය පතමි,positive
497,25,ප්රංශෙ ජනාදිපති මතක් උනා.,neutral
4982,33,ලෝකෙ කොතනත් ඔවුනොවුන් එකතු වනු ඇත,neutral
4988,89,ඔරික්ස් ගවයා නාමල් බූරු පැටියා සජිත් හිපෝ පැටිය ප්රසන්න වඳුරු පැටවු දෙන්න විමල් ගම්මන්පිල,negative
4989,37,1. ගෝටා 2. මහී 3. බැසී 4. චමා 5. නාමා,neutral
499,82,අනේ ඔයාගෙ අතීශය විරල මානුෂික පස්නෙ විග්රහ කරන්නකෝ ඔය තැනට තමන්ගෙ කෙනෙක්ව ආදේශ කරලා,neutral
4990,66,නාමල් ඔරික්ස් සජිත් බූරුවා හිපෝ ප්රසන්න වඳුරු කෙහෙළිය වඳුරු ජොන්ටා,negative
4991,52,නානසාර මු රුතුට්ටුවා නෑ ඩෝලාර් කබ්බරාල ලිට්ටො පැට්ටා,negative
4992,38,මොන පැටව්ද මචං දන්නේ නැති හින්ද අහන්නේ,neutral
4995,61,බුරු පැටියා බැසිල් වඳුරු පැටවුන් දෙන්න බන්දුල සහ මහින්දානන්ද.,negative
4996,41,කිඹුලෙක්ට නම් ලාල්. ගවයෙක් නම් ලන්සි පෝල්,neutral
4998,80,අපේ විරුවා ගෝත සෑර්ට ගොවිජනතාව සහ පාරිභෝගික ජනයා කියන සුරතල් නම් කන්දරාව කොහොමද.,negative
5,64,කොච්චර කියවල බැලුවත් මේ රහස් ලියකියවිලි තේරෙන්නේ නැත්තේ මට විතරද,negative
500,52,අපේ අම්මයි තාත්තයි අපිව හරි ඉස්කෝලෙකට දැම්මේ නැහැනෙ.,negative
5003,27,මුන් රටේ නීති වළපල්ලට යවනවා,negative
5004,36,රටේ තවත් දැවෙන ප්රශ්නයක් විසඳුන වගයි,positive
5005,49,මේක දැවෙන ප්රශ්නයක් තමයි ඕපපාතික එවුන්ට නොතේරුනාට,negative
5008,44,පාසල් අතර සම්පත් බෙදීයාමේ විෂතාව අවම කරපල්ලා,negative
5009,19,ඒක තමයි හරිම විසඳුම,positive
5010,94,කඩේ ගිය උන්ට ඉටු කල පොරොන්දුවක් වගේ. ඕකෙන් වෙන්නෙ.හරි මිනිහත් කෙලවෙන එක.ඇමති හෙන්චයියන්ට සලකලා,negative
5015,37,ලංකාවෙ නීති හදන උන්ට කේ ඉදං පිස්සු බං,negative
502,18,චික් හිරිකිතේ බැහැ,negative
5022,54,දැන් ඉතින් පිස්සු බලු රෝගේ නවත්වන්න බෑ තව අවුරුදු පහකට,negative
5031,20,සීනි බෝල සහ කැරට් අල,neutral
5033,48,ගවය විද්යානුකූලව අමාත්ය සම්බන්ධයෙන් පියවර ගන්නවා,neutral
5035,41,අපිට හරක් මස් කන්නත් අයිතියක් නැද්ද එතකොට,negative
5036,9,පෝක් කන්න,neutral
5041,63,මොන පිස්සුද බං.ආයෙත් ජන්දයක් තිබ්බත් ඔයිට වැඩියෙන් මුන් ගන්නවා.,negative
5043,44,මේ ආණ්ඩුවෙන් සෙතක් වුනේ හරක්ට විතරයි අන්තිමට,negative
5045,77,බදුරුදීන් 20ට සහයොගය දෙනකන් විතරයි ඔය හරක් මරන කතාව. ඔන්න බලහල්ලකො බොරුද කියල,negative
5047,44,ඇත්ත කියපන් ආතෙ.උබ පුන්නක්කු කන ටොයියෙක් නේද,negative
5049,73,තමුසෙලා කොහොමත් තව අවුරුදු පහක් ඔහොම රටවැසියන්ට ආතල් එක දෙන බව අපි දන්නව.,positive
5050,78,මොකටද ඔච්චර කල් ගන්නේ ලොක්ක කිව්වා කියල ලියාගෙන වැඩේ ඉවර කලානම් ඉවරනේ ආයුබෝවන්,neutral
5051,70,හරක් නොමරා මේ හරකාව මැරැවනං ඉවරයි.මු මේ හරකෙක් අල්ලාගෙන මැරෙන්න හදනවා.,negative
5052,27,උබෙ නෑයෙක්ද තනකොල කන ටොයියො,negative
5057,21,හැම කැලේම අලි ඉන්නවාද,neutral
5059,24,අලි කවද්ද යකෝ තණකොළ කෑවේ,negative
5060,67,ආ බං ගොන් බල්ලෝ. අලි තණකොල කනවද උඹ හිතුවද උනුත් උඹේ තාත්තා වගේ කියල,negative
5061,39,වයස හරකුන් වැඩිහිටි නිවාස හදල ගාල්කලහැක,negative
5062,59,කොහොම හරි හරක් ටික බේරුනොත් ඇති රටේ. පාර්ලිමේන්තුවේ නෙවෙයි.,positive
5065,21,අමාත්ය මණ්ඩලය ගැන නේ.,neutral
5066,54,මේ කපේට කෙරෙන වැඩක් නෙමෙයි. බොරුවට පොඩි නාටකයක් විතරයි,negative
5072,36,නාමලයගෙ මාමණ්ඩිට හොද බිස්නස් තියෙයි.,positive
5075,7,ගෝ ඨාබය,neutral
5091,42,මුන් අපිව හිනස්සල මරන්ඩ හදන්නෙ අනෙ සන්සාරෙ,negative
5094,80,ලමයින්ගෙ මිමිවලට රෙදි දෙන්න. සමහර ලමයින්ට දෙන රෙදි දිග මදි. සමහරුන්ට දිග වැඩියි.,negative
51,48,ඇමරිකන් කාරයෙකුට 69 ලකෂයක් රැවටුන රටකුත් තිබුනේ.,negative
5100,81,මම සින්හලත් ඉගෙන ගත්තා ඉන්ග්රිසිත් ඉගෙන ගත්තා. දෙමල චූටකුත් කතා කරා නම් පන්කාදුයි,positive
5101,29,මිස් ශ්රී ලංකා යුරෝපියන් ලුක්,neutral
5108,38,මෙයාගේ පු පලන්න කැමති උන් ලයික් කරන්න.,negative
5109,44,ශාන්ත.ශාන්ත පොල්ලක් අරගෙන ඉක්මනට වරෙන් ශාන්ත,negative
5117,36,ඒක තමයි අර අමායා වගේ ඔයත් හරිම ශෝයි.,positive
5119,39,ආරතීගේ නම්බර් එක දෙන්න මෙයා. කරුණාකරලා.,neutral
5138,17,තාම ලස්සනයි මෙයා.,positive
5140,85,2017 වසරේදී රැස්කරගත් මවුකිරි වෙතින් මෙම වෛරසය වෙත පවතින බලපෑම පිළිබඳව අධ්යයනය කර ඇත.,neutral
5141,40,ලමයිනුයි තාත්තලයි නම් බේරෙයි. අම්මලා පව්,positive
5144,87,මාදිවෙලින් අන්ග සම්පූර්න නිවසක් 24 පැය ආරක්ශාව මාසිකව රුපියල් 15000. කොහොමද ටිකිරි මොලේ,neutral
5147,38,ගෝතාබය වෙලා හිටියනම් රටට මෙහෙම වෙන් නෑ,negative
5148,59,යහපාලනේ මන්ත්රිල පරදුණනම් මෙහෙම නිල නිවාස බාර නොදී ඉන්නෙ නෑ,neutral
5149,45,යහපාලු මන්තිරිල පැරදුනාම නම් මෙහෙම වෙන්නේ නෑ.,negative
5151,52,ඔය හරියෙ ගෙවල්වල කුලිය හැටියට නිකන්වගෙනෙ 50030 15000,neutral
5152,51,500 ගානෙ දඩේකට අපිට ඔය නිල නිවසක් ගන්න බැරිද දන්නෑ,neutral
5153,41,මාසෙකට 15000 ට කොළඹ සුපිරි නිවසක් කුලියට.,positive
5154,32,පව් අසරණයෝ. ඔහොම කරන්න එපා අයියෝ,negative
5162,43,හිනාව උතුරනවා.15000 ට. ඩොලර් කියලවත් දා ගමු,positive
5164,31,පව් තදබල මානසික ආබාධිත තත්වයක්.,negative
5165,22,ලඝු ලේකන පංති තියෙද බං,neutral
5166,40,ඔවු බන්. ඔය අපේ රටනෙ. එහේ තාම ඒව තියෙනව.,neutral
5167,16,ගල් යුගයේ විෂයන්,negative
5169,20,දකුණේ එවුන් ඔහොම තමා,neutral
5170,29,දකුනේ බුද්ධිමත් චන්ද දායකයෙක්,positive
5173,68,මූ කපා ගන්න තිබ්බේ අහවල් එක. ගොන් මෝඩ මූසලයා. මුහුදෙ ඉන්නෙ එක මාළුවද,negative
5178,52,පොඩි කාලේ ඉඳලම හරියට ලමයි නොහැදුවාම රටටම එය පිළිලයක්,negative
518,60,අනේ පුතේ කියන්නෙ ඔන්න ඕකට තමයි.දැන් ඉතින් නිවන් යන්න පුලුවන්,negative
5180,31,මාතර වීරයාට සුබ පැතුම් අනේ හුකේ,negative
5181,38,අතයි බෙල්ලයි නෙමෙයි යි කපා ගන්න තිබුනේ,negative
5184,95,ගොඩක් කුඩු පාවිච්චි කරන්න පුරුදු වුණා නම් ලේ දැකීමට පියකරනවා.කනගාටුයි.කෙල්ලො නම් දැන්.බින්දුවයි,negative
5186,91,කාර් කට්ට පදින එකා බයිසිකලේ එනව පෙනි පෙනිත් දානවා ඔය වෙලාවෙ එන්න තිබ්බෙ පත ලේලන්ඩ් බස් එකක්,negative
5188,29,රෝද දෙකට නෑ කියලා දන්නෙ නැද්ද,neutral
5190,43,ඒ දුප්පත් මිනිස්සුන්ට කොයි තරම් ප්රශ්න ඇද්ද,negative
5194,80,පදින 95ක් මොළය පාවිච්චි කරන්නේ 5 වම් පැත්තෙ ලේන් එකේ ආරක්ෂිතව යන්න කියන්නේ ඒකයි.,neutral
52,211,මේකෙන් මේ රට විනාස කරපු බය්යෝයි කියන මන්ද මුසල සක්කිලි හැත්ත ඊලගට තේරුම් ගන්න ඕනේ දේ තමයි තොපිගේ හප්පොච්චිල ඕනෙවට වඩා චීනේ මිචුරා ගගා චීනේ මෙහෙ රෙද්ද අස්සේ දා ගන්න ගත්තොත් ඉන්දියාවත් අපිට මේක තමයි කරන්නේ කියන එක,negative
520,55,කොහෙන්ද හිනා වෙන්නේ කියලා හිතාගන්ඩ බෑ. මීට නීතියේ දෙවගන,negative
5201,26,පොලිස් මාමා වැඩේ ඇනුවා නේද,negative
5203,89,දැන් කාලෙ කොල්ලො කෙල්ලො ඩ්රග්ස් ගහන්නේ යකෝ අපි ඉස්සර ඉස්කෝලෙ ඉවර වෙලා සරුවත් ගහනව වගේනෙ.0,negative
5208,57,බියර් එකක්වත් නොබොන කොල්ලෙක් කෙල්ලෙක් දැන් හොයන්න අමාරුයි,negative
5211,41,මේ කියන්නේ කට් පීස් ද දෙන්න යන්නේ හපොයි ස,negative
5212,42,කෙහෙළිය කොහමටත් පාසැල් නිල ඇඳුම් වලට ආසයි.,positive
5214,67,රටේ තෙල් ටික නෑ විදුලිය නෑ ආහාර වර්ග සුලභ නෑ ඒ උනාට රට බංකොලොත් නෑ.,negative
5217,63,මේ බොරු සෝබන අත් ඔරලෝසු අපතයාගෙ පුට පයිං ගහල එළවන්න එකෙක් නැද්ද,negative
5219,73,අර නර්තන සිල්පිනී වගේ මූවත් මරලා පෑන් එකක එල්ලන්න ඕනෙ අහින්සක පවුල් කඩනවට,negative
5221,57,රට හදන්න කතා කරන සමහරු උදේට ගේ ඉස්සරහ ලයිට් එක නිවන්නෙ නෑ,negative
5222,61,දකුණට ඇයි අඩු සැලකිලි මේ රජය ගේන්න උඩින් ගිහින් ඡන්දය දුන්නා.,negative
5223,95,දකුණේ බහුතරයක් හරක් හින්දා. අම්බරුවන්ට මොන විදුලියද අනේ. හම්බන්තොට 66.17 ගාල්ල 64.26 මාතර 67.25,negative
5224,88,අද ඡන්දයක් තිබ්බත් ඔය ප්රතිඵල ම තමයි ලැබෙන්නෙ. උන් ඔක්කොම මැදමුලන මහරජාගෙ පරපුරේ වහල්ලු.,negative
5225,35,රංගොජාගේ අසූචිත් උන්ට සදුන් සුවදයි.,negative
5226,70,එහෙනම් හාල් මිලත් දකුණට විතරක් වැඩි කරමු. උඩින් ගිහින් පුන්නක්කු කාපන්,negative
5233,38,ඉතාම කෘතහස්ත කලාකරුවෙක්. ඔබට නිවන්සුව.,positive
5235,38,මාධ්යවේදීන් සහ පියුමි අතර වෙනසක් නැහැ.,neutral
5240,55,උඹත් පියුමි වගෙයි මගෙ නමින් යන්නෙ.වෙන නමක් නැති ගනිකාව.,negative
5245,44,වචන දෙකයි මට කියන්න තියෙන්නේ. පට්ට පිලිකුල්.,negative
5258,29,වචන දෙකයි මට කියන්න තියෙන්නේ.,neutral
5260,71,මොන උත්සවේ තිබුනත් රන්ජන් මහත්තයාගේ පොටෝ ටික ඉතින් අන්තිමට හිට් වෙන්නේ.,positive
5269,29,හොද වැඩේ මහ ලොකු කයිවාරු පප්ප,negative
527,92,අද කාලෙ කෙල්ලොන්ට ගෑනුන්ට පුදුම මෝල් අමාරුවක් තියෙන්නෙ.මෙහෙම උන්ව තමයි සමූහ දූෂණය කරන්න ඕනෙ.,negative
5275,17,ජනතාවගේ කලාකරුවන්,positive
5279,39,මේක ටෙනිසන් දැනගත්තා නම් එදයි මැරෙන්නෙ.,negative
5281,11,හොරාට කරලා.,negative
5285,26,මේ පරයා එකත් රෙකෝඩ් කරලනේ.,negative
5286,22,නොදකින් තෝ වගේ පරයෙක්.,negative
5287,69,20 න් ගොත්ත්රික සමාජයට යන ගමන් සංවර්ධනයෙන් ගල් යුගට යන පාර මේ හදන්නේ.,negative
5288,34,අතට එන ගාන පිළිබඳ ආකර්ෂණය මදි වගේ.,negative
5290,66,කැලයක් කපලා ඕක කරන්න තිබුනනම් ඔකුන් උඩින්ම කැමති වෙනවා. පොල්බූරැවෝ,negative
5297,53,දැන් වැඩි පොලියට කොමිස් එක්ක චීනයෙන් ණය ගන්න පුළුවන්.,negative
5298,41,හොක් හොක් හොක් මොළ නෙමෙයි මොළ ගෙනාපු නැව්,negative
53,75,අපේ රටේ යුද්ධය කාලෙ මොන නායකයද රට අතහැරලා ගියෙ නිකං ගොන් කතා කියන්න එපා බන්,negative
530,19,ඉක්මන් සුව අත්වේවා.,positive
5303,39,පව් බං අපි. තව අවුරුදු 50 ක් ගියත් තමයි,negative
5306,45,කොමිස් ගහගන්න බැරි චීන ක් නොවන නිසා වෙන්ට ඇති,negative
5309,55,දැන් තමයි මිනිස්සුන්ට රනිල්ගේ ආණ්ඩුවේ වටිනාකම තේරෙන්නේ.,positive
5313,45,මුළු ලෝකයම ඉදිරියට යනකොට අපේ රට යන්නේ ආපස්සට.,negative
5318,93,මුන් අපිට නොකිය කියන්නේ ලදරම් වෙච්ච ලොරි චැසි වලම පැය ගනම් රස්තියාදු වෙවී පව් ගෙවපිය කියල නේ.,negative
5337,10,හෙනම ගහපිය,negative
5340,15,රට නියමෙට පෙරට.,positive
5347,79,හිඟන්නියක් ලෙස වෙස් වලාගෙන මා මගේ පුතා සොයන සටන අත්හැරියේ නැත ඇය අම්මා නම් විය.,positive
5349,23,ඇයි ඒ දරුව ව හොරකම් කලේ,negative
5351,66,මව් සෙනෙහස පිලිබදවනම් කිසීම ගැටලුවක් නෑ.ඒත් එලිය දැක දැක අදුරට යෑම,negative
5354,43,ටෙස්ට් එකක් කලා නම් හරි සරලයි ප්රශ්ණ ඉවරයි.,positive
5358,30,මගේ පුතා කවුරුන් හෝ අරන් ගොස්.,negative
5361,89,ජාතිය ආගම පසෙකලා මවකට තම දරුවා යලිත් හමුවීම කවුරුත් මිනිසුන් හැටියට සතුටු විය යුතු කරුණක්,positive
5365,78,එහෙමනම් දෙමළ ජාතික සංවිධානය මුස්ලිම් කොංග්රසය ගැනත් කතාකරපන් නමින්ම ජාතිවාදියි,negative
5368,40,පවු බන්.අන්න ඇත්ත අම්ම පොලිසියට කියල 16.,negative
537,52,දොස්තරගේ පියා කිව්වහම ඇති. ඉන්ජිනේරු කෑල්ල අනවශ්යයි.,neutral
5374,41,මේ කතාව අසම්පූර්ණයි වගේ. මට නම් මේක අවුල්,negative
5378,46,ජාන තාක්ෂනයෙන් තහවුරු වුනාද ඔහු ඇයගේම පුතා බවට,neutral
5379,78,මා ඔහුට ඉස්ලාමීය සංස්කෘති සම්ප්රදායන් සිදුකිරීමට රැගෙන යාමට සූදානමින් සිටිනවා.,neutral
5386,87,ඔවුන්ගේ ආගම ජාතිය හා බැඳුනු සංස්කෘතීන් සම්ප්රදායන් සිදුකිරීම ගැන අපි කලබල විය යුතු නැත.,neutral
539,32,ජීවිතය අනිත්යයි ජීවිතය අනිත්යයි.,negative
5395,42,මවකගෙ සෙනෙහස පිරිමි අපිට තේරුම් ගතනොහැකියි,negative
5397,25,ඔව් උන් ඇත්ත කියලා නෑ නේ.,negative
54,98,අර ආමි එකේ හිටපු කර්නල් කෙනෙක් ඔය මොකක්ද කියල ඇමරිකාවට පැනල ගියා කියල කතාවක් තියෙන්නෙ.අහල නැද්ද ඒක,negative
541,64,පැහැදිලි ලෙසම පලිගැනීමක් සිදුකල බව පේනවා දෙන්නම ආණ්ඩු විරෝධීන්,negative
5410,42,සිංහල අම්මා කෙනෙක් ඇයි ඒ දරුව ව හොරකම් කලේ,negative
5411,71,පුරුද්ද. පුරුද්ද. උඩ ඉදන් පහලට ඇල්පෙනෙත්තියෙ ඉදන් හොරකම කිරීමේ පුරුද්ද.,negative
5412,66,පුරුද්ද. පුරුද්ද.සහරාන්ල වගේ ලමයි මරන්න මිනී මරන පුරුදු නැති හින්ද,negative
5427,59,කිරි මණ්ඩලේ ඇරලා තියන හින්දා මෙයාව අඹේවෙලට දැක්කුවා නං හරි.,neutral
5428,9,බාරදෙන්න.,neutral
5430,60,ගෙඩි ටේප් එකෙන් මැනලා ගාණ කතා කරගන්න වෙන සීන් එකක් තියෙන්නේ.,neutral
5435,15,ඕවට තමා කියන්නේ,neutral
5437,99,ගෙ ගානට හදාගෙන බලනවා ඇති කැමති වෙයි කියලා.ඌ මේ අලුත් එකාට පිං දෙනවා ඇති මේ ගෑනිගෙන් ඌව බේරා ගත්තා ට,positive
5450,39,ඒකත් බාල ප්ලාස්ටික් වගේ මටනම් පෙනෙන්නේ.,negative
546,38,අමුඩෙ ගහගෙන රගපාපු නලුවා මෙයාගේ තාත්තා,neutral
5463,30,ඒවායින් තමා ඒ අය ජීවත් වෙන්නෙ.,neutral
5466,19,මානසික ලෙඩ්ඩු. පව්.,negative
5470,29,කෙහෙද දැන් ඔය කියන අර හැඩ වැඩ,neutral
5472,33,අය්යෝ හරේන්ද්ර ඔයා මේ බඩු ගොඩේ ද.,negative
5474,39,එළදෙන්නු කොහොම හිටියත් බුරුල්ල එලි යෙනේ,negative
5488,29,මේ යකා මොනවහරි සැර දෙයක් බීලද,negative
5489,30,වොලිබෝල් නම් ඉතින් ගම්පහ තමයි.,positive
5490,29,මාදම්පේ නාත්තන්ඩිය අහලා නැද්ද,neutral
5491,16,කාලික වසන්තප්රිය,neutral
5492,30,ඇයි වාද්දුව පොතුපිටිය උඩින් ම.,neutral
5496,47,රටේ මත්කුඩු අවසන් කරන්න බැහැ මේ විදිහට වත් කරමු,negative
5497,42,මොනවා කරත් මුගෙ මොන්ගල් ඩැල් එක මකන්න බැහැ,negative
5498,38,ක්රීඩාවට අරන් වලපල්ලට යවන්න වෙන්න ඇති.,negative
55,57,ඒකට අපේ එකා. මොලේ අමාරුවක් කියල නෙ හමුදාවෙන් පැනල රට ගියේ,negative
550,34,මේ අර අමුඩෙ ගහගෙන රගපාපු නලුවා නේද,neutral
5500,19,ජනාධිපති රන් කුසලාන,neutral
